status,age_group,education,industry,location,ai_risk,years_of_experience,monthly_salary_(inr),date_recorded
Employed,45-54,Bachelors,Retail,Hyderabad,High,16.0,13400.0,2028-05-17
Unemployed,18 To 24,Ph.D,Finance,Bangalore,Medium,14.0,94300.0,2028-05-18
Unemployed,55+,Bachelor'S,Education,Mumbai,Moderate,28.0,97000.0,2028-05-19
Unemployed,25-34,High School,Retail,Mumbai,High,13.0,62100.0,2028-05-20
Employed,18-24,Bachelor'S,Finance,Bangalore,High,24.0,130100.0,2028-05-21
Unemployed,18 To 24,Masters,Technology,Urban,Low,17.0,92500.0,2028-05-22
Unemployed,18 To 24,Ph.D,Education,Delhi,Medium,16.0,140700.0,2028-05-23
Employed,25-34,Master,Health,Bangalore,High,16.0,52700.0,2028-05-24
Employed,45-54,Phd,Finance,Delhi,High,10.0,74700.0,2028-05-25
Employed,18 To 24,Master,Education,Bangalore,Moderate,16.0,142800.0,2028-05-26
Employed,35 - 44,Diploma,Retail,Bangalore,High,13.0,118100.0,2028-05-27
Unemployed,25-34,Master,Retail,Suburban,High,26.0,121500.0,2028-05-28
Unemployed,18 To 24,Bachelor'S,Tech,Suburban,High,28.0,27700.0,2028-05-29
Employed,18-24,High School,Health,Bangalore,Moderate,16.0,126600.0,2028-05-30
Employed,35 - 44,Master,Retail,Rural,Moderate,7.0,25500.0,2028-05-31
Employed,45-54,Ph.D,Retail,Suburban,High,18.0,143000.0,2028-06-01
Employed,18 To 24,Phd,Finance,Bangalore,Moderate,16.0,106600.0,2028-06-02
Employed,18-24,Bachelors,Health,Bangalore,High,14.0,84900.0,2028-06-03
Employed,18 To 24,High School,Healthcare,Mumbai,Low,21.0,77200.0,2028-06-04
Unemployed,18 To 24,High School,Finance,Hyderabad,High,27.0,51100.0,2028-06-05
Employed,18-24,Bachelor'S,Retail,Bangalore,High,11.0,86200.0,2028-06-06
Employed,18 To 24,Phd,Healthcare,Urban,Moderate,16.0,133400.0,2028-06-07
Employed,18 To 24,Bachelor'S,Retail,Urban,Low,16.0,132700.0,2028-06-08
Employed,18 To 24,Bachelors,Retail,Urban,Low,16.0,26600.0,2028-06-09
Employed,25-34,Bachelor'S,Finance,Suburban,High,16.0,100100.0,2028-06-10
Employed,25-34,Ph.D,Healthcare,Mumbai,Medium,26.0,49200.0,2028-06-11
Employed,55+,Diploma,Retail,Hyderabad,Moderate,16.0,146000.0,2028-06-12
Unemployed,18 To 24,Phd,Healthcare,Rural,Moderate,19.0,146200.0,2028-06-13
Employed,18 To 24,Masters,Fintech,Bangalore,Low,16.0,51200.0,2028-06-14
Employed,18-24,Ph.D,Retail,Bangalore,Low,16.0,15400.0,2028-06-15
Employed,25_34,Bachelors,Retail,Delhi,Low,12.0,14900.0,2028-06-16
Unemployed,55+,Bachelors,Education,Urban,Low,16.0,9000.0,2028-06-17
Employed,25-34,Ph.D,Finance,Hyderabad,Low,16.0,113000.0,2028-06-18
Employed,25-34,Phd,Tech,Bangalore,High,22.0,102200.0,2028-06-19
Employed,35 - 44,Masters,Education,Bangalore,Low,16.0,31600.0,2028-06-20
Employed,25_34,High School,Retail,Mumbai,High,22.0,92500.0,2028-06-21
Unemployed,25_34,High School,Retail,Bangalore,Moderate,16.0,43300.0,2028-06-22
